Subject,Level,TrialNo,Pred,Early.Late,Right.Wrong,Length,SoundFile,QuLength,CharacterLength,QuOnset,QuOffset,Response Onset,RT.s,QuLength.ms,CharacterLength.ms,QuOnset.ms,QuOffset.ms,ResponseOnset.ms,RT.ms,Response,Accuracy,Comments
39,Jungle,13,Pred,early,wrong,Long,docmcstuffins early_p,2.898692708,0.736420177,3.699753919,6.598446627,6.934676775,0.336230148,2898.692708,736.4201766,3699.753919,6598.446627,6934.676775,336.2301479,n,1,
39,Jungle,14,Pred,early,wrong,Long,tinkywinky early p,2.902547656,0.829532216,3.996742952,6.899290608,7.07300898,0.173718373,2902.547656,829.5322156,3996.742952,6899.290608,7073.00898,173.7183725,n,1,
39,Jungle,15,Pred,late,wrong,Short,woody late p,2.416450468,0.581170626,3.715289681,6.131740149,6.917221358,0.785481209,2416.450468,581.1706257,3715.289681,6131.740149,6917.221358,785.4812093,n,1,
39,Jungle,16,Pred,late,right,Short,snowwhite late_p,2.626512165,0.860987181,3.709874179,6.336386344,6.487627903,0.151241559,2626.512165,860.9871806,3709.874179,6336.386344,6487.627903,151.2415588,y,1,
39,Jungle,17,Pred,late,wrong,Short,swiper late_p,2.540022767,0.708934661,3.689306917,6.229329684,6.698382265,0.469052582,2540.022767,708.9346608,3689.306917,6229.329684,6698.382265,469.0525817,n,1,
39,Jungle,18,Pred,early,right,Long,cinderella early p,2.614068887,0.767016368,3.748643356,6.362712243,6.478457678,0.115745435,2614.068887,767.0163678,3748.643356,6362.712243,6478.457678,115.7454353,y,1,
39,Jungle,19,Pred,early,right,Long,princessholly early_p,2.772021671,0.749172147,3.733182416,6.505204086,8.173357627,1.668153541,2772.021671,749.1721465,3733.182416,6505.204086,8173.357627,1668.153541,y,1,
39,Jungle,20,Pred,early,wrong,Short,anna early_p,2.643955511,0.839932694,3.69479332,6.338748831,6.754850323,0.416101492,2643.955511,839.9326942,3694.79332,6338.748831,6754.850323,416.1014921,n,1,
39,Jungle,21,Pred,late,wrong,Short,laalaa late p,2.500201971,0.669670039,3.71531123,6.215513202,6.707953221,0.492440019,2500.201971,669.6700386,3715.31123,6215.513202,6707.953221,492.4400192,n,1,
39,Jungle,22,Pred,early,right,Short,woody early_p,2.488234294,0.768360259,3.633035032,6.121269327,6.281336343,0.160067016,2488.234294,768.3602586,3633.035032,6121.269327,6281.336343,160.0670163,y,1,
